7.82	9.35	208	18.33	7.22	178	19.39
7.28	9.06	203	18.06	6.6	174	18.68
7.33	8.37	173	17.67	9.07	159	18.83
6.82	10.88	171	17.72	10	160	19.92
8.25	13.96	178	19.17	9.16	151	19.73
7.43	15.24	179	19	7.5	160	19.49
7.34	16.49	185	18.17	8.33	160	19.44
11.79	15.36	177	18.67	12.56	148	19.02
12.17	12.23	187	21.39	9.93	152	21.08
9.51	11.09	187	22.94	9.12	166	22.69
9.33	7.91	200	24.56	11.51	162	23.88
9.67	11.35	207	24.56	9.79	170	25.38
7.39	10.76	210	24.61	9.02	176	26.91
7.85	8.87	206	24.83	8.93	178	26.86
7.53	8.01	195	25.06	7.31	182	26.5
8.29	7.02	195	24.44	6.31	174	25.13
8.3	6.8	195	23.94	6.84	165	23.93
9.21	7.34	188	22.94	7.34	158	22.4
7.88	5.86	200	21.67	7.55	164	22.01
7.34	6.85	197	20.67	8.25	162	21.62
6.66	8.72	189	20.11	8.18	160	20.84
6.69	9.81	180	19.28	7.46	153	20.11
7.31	9.4	175	18.78	8.47	151	19.78
7.76	9.79	175	18.94	7.85	145	20.31
8.76	10.93	173	19.72	8.67	140	20.26
10.19	9.39	170	19.39	9.78	145	20.02
8.04	6.76	202	19	9.54	152	19.82
4.79	5.3	71	18.06	5.79	185	19.82
5.94	6.96	110	16.67	5.43	105	19.92
9.24	8.7	172	19.17	7.06	144	20.21
7.9	7.33	203	19.78	6.08	178	20.79
7.9	13.1	283	18.89	9.49	224	21.09
16.79	18.79	337	14.67	18.48	303	17.27
18.06	16.59	350	17	17.05	320	18.16
13.03	14.44	335	18.67	13.87	318	20.36
14.44	15.05	326	18.17	14.67	304	20.02
13.5	13.96	332	17.89	13.95	303	19.44
10.87	11.84	324	18.5	11.38	310	19.39
10.6	10.89	313	18.67	9.87	299	19.3
8.81	11.42	308	17.22	8.96	286	18.44
8.56	9.9	306	14.56	8.46	288	14.92
9.21	9.66	311	12.83	9.69	294	12.29
10.8	9.54	307	12.28	10.87	301	11.32
10.96	8.74	294	11.83	9.64	293	11.81
8.72	9.91	295	11.22	7.91	278	11.54
7.77	10.29	299	11.33	8.66	273	10.39
8.57	9.33	294	11.56	9.02	273	10.93
7.54	7.44	277	10.33	9.04	276	10.44
6.41	8.18	293	10.83	7.81	274	11.01
7.52	7.26	280	10.5	6.91	265	9.79
7.76	7.54	268	10.83	5.92	264	9.53
7.54	7.67	268	11.72	5.43	245	10.09
7.43	7.57	250	13	5.98	227	13.24
6.67	5.79	235	15.83	5.11	206	16.94
6.95	7.48	229	18	6.54	205	19.59
6.84	6.94	229	19.83	6.93	202	21.13
5.92	5.82	228	20.83	4.53	185	22.4
3.48	4.28	215	21.78	3.48	158	23.03
4.16	5.3	184	22.17	5	154	23.28
5.49	5.82	189	22.5	5.95	159	23.48
5.81	6.96	185	22.17	6.25	162	23.53
7.29	7.44	192	22.28	6.94	159	23.28
7.79	7.26	186	21.61	7.19	147	21.91
8.25	7.36	158	18.61	7.5	136	20.6
7.7	7.95	153	16.67	8.03	133	19.08
8.14	8.63	151	15.72	8.88	137	17.69
7.62	9.51	157	14.61	8.8	140	16.71
9.17	10.32	162	13.83	9.82	144	16.14
10.33	10.99	168	14.22	9.97	149	16.01
9.23	10.83	172	13.67	9.26	153	15.47
9.07	10.76	172	13	8.15	152	14.87
8.79	10.72	174	12.72	8.63	152	15.05
9.45	11.41	176	13.61	10.11	148	14.78
9.72	10.9	169	13.61	10.08	148	14.78
9.31	10.38	174	13.61	9.07	143	14.46
9.42	9.13	174	13.56	6.65	145	14.46
8.04	9.63	176	14.61	6.85	143	15.33
8.38	9.73	187	15.94	7.43	149	16.71
7.22	8.92	182	17.06	6.6	151	18.31
8.96	7.71	178	18.78	7.97	149	20.26
8.05	8.27	164	20.28	7.85	147	20.54
7.17	7.79	168	21.33	6.67	140	20.99
7.53	8.23	149	21.17	7.62	129	21.28
8.29	6.28	135	20.33	7.79	124	20.99
5.28	4.29	137	19.83	4.88	102	20.79
3.63	1.8	98	19.56	1.94	79	20.84
1.52	2.22	91	18.56	3.19	28	20.31
4.79	9.82	32	16.06	5.11	1	19.11
13.18	12.34	28	13.39	11.86	350	16.59
13.01	11.63	32	12.72	10.5	1	14.69
13.8	10.08	36	12.33	11.56	359	14.09
11.53	10.96	17	12.28	6.75	12	13.95
11.11	13.98	8	10.94	10.46	342	13.68
11.17	12.24	8	10.11	10.99	335	12.16
10.6	10.23	17	9.94	11.44	337	11.28
10.75	8.78	21	9.72	11.46	342	11.18
13	10.57	18	9.39	12.42	339	10.79
11.38	10.28	19	8.94	9.25	344	10.35
10.81	8.8	23	8.67	8.85	352	10.01
11.32	8.01	22	8.67	9.33	355	10.01
10.65	8.43	30	8.56	8.28	359	10.35
9.93	8.41	33	8.72	8.05	10	11.14
10.92	10.26	42	10.06	8.6	7	11.54
9.88	10.18	41	11.61	7.67	8	12.96
8.46	8.98	45	12.89	6.69	8	14.09
8.03	8.76	49	13.56	6.51	8	14.96
8.63	9.26	51	14.33	5.59	20	15.69
7.94	8.73	54	14.94	5.44	23	16.47
7.97	8.57	60	15.33	6.46	41	16.66
7.94	7.71	66	15.39	6.47	43	16.52
8.27	8.15	74	14.67	7.16	51	16.01
6.78	7.42	78	13.33	7	58	14.68
7.12	7.96	83	11.17	6.59	55	12.25
6.87	7.55	82	9.94	7.06	65	11.01
6.49	7.43	93	9.44	5.58	96	10.05
7.49	7.57	103	8.61	4.84	91	9.52
7.68	7.55	110	7.67	5.55	80	9.09
7.97	7.42	99	7.22	7.16	64	7.98
6.49	7.63	91	7.11	6.29	65	8.66
6.49	6.49	94	7.28	5.31	76	9.48
5.81	6.31	96	8.11	5.75	66	9.71
7.43	7.97	92	8.39	6.22	74	9.71
6.71	7.24	103	8.39	5.29	79	9.83
6.21	6.58	106	8.56	6.17	80	9.75
6.51	6.43	104	8.61	6.4	81	9.96
6.31	6.54	91	8.94	6	73	10.7
6.41	7.77	97	9.39	6.55	74	11.1
7.77	7.96	97	10	7.69	77	11.94
7.4	8.25	98	10.72	7.24	90	13.01
6.76	7.08	107	11.11	6.56	100	13.14
6.55	7.06	99	11.39	6.32	87	13.68
5.72	7.99	99	12.83	6.54	83	14.68
6.69	7.96	93	13.39	6.78	87	14.96
7.77	7.58	90	13.33	6.94	86	15.05
8.6	8.75	101	13.78	7.57	87	14.78
7.95	9.35	113	13.22	7.2	85	14.23
7.63	7.48	110	12.28	6.25	88	13.54
6.54	7.49	106	11.94	6.31	85	13.54
7	7.26	107	11.72	6.83	87	13.14
7.91	7.19	107	11.61	6.56	91	13.14
7.2	6.93	113	11.83	6.83	95	13.14
6.22	7.07	122	11.89	6.31	104	13.14
6.18	6.84	117	11.83	6.64	106	13.23
6.64	6.29	114	11.83	7.12	115	13.14
6.46	7.44	112	11.83	6.45	110	13.14
6.09	7.28	111	11.78	6.57	108	12.92
6.12	7.46	108	11.56	7.15	109	12.61
5.37	5.22	77	11.5	5.63	90	12.61
5.29	6.96	85	11.28	5.28	61	12.47
5.64	7.48	98	11.28	5.11	60	12.16
6.7	12.02	101	11.28	9.41	89	12.02
10.74	9.64	108	11.39	9.33	92	12.96
8.37	8.87	117	11.83	7.38	101	13.01
8.23	10.27	115	11.89	7.67	97	12.92
8.74	9.29	119	12.06	6.93	98	12.83
6.55	6.58	115	12.11	4.93	90	13.18
4.8	5.77	107	12.28	4.43	80	13.72
4.58	6.31	101	12.5	4.4	92	13.82
4.47	5.31	102	12.67	3.53	97	13.91
4.4	5.11	108	12.61	3.26	100	13.86
4.03	5.57	95	12.61	3.76	82	13.68
4.17	5.44	89	12.61	4.38	64	13.72
4.19	5.25	91	12.56	4.17	64	13.68
3.58	4.96	97	12.61	4.04	55	13.68
3.28	4.41	107	12.61	3.58	51	13.68
2.6	4.23	112	12.83	3.62	59	13.91
2.84	2.29	92	13	1.67	41	13.95
3.79	1.72	72	13.17	2.65	49	13.95
3.83	3.75	76	13.06	4.25	75	14.22
4.19	3.84	73	12.61	2.64	102	14.51
3.58	3.76	84	12.06	1.98	78	14.51
4.23	3.86	75	12.28	3.5	43	14.27
4.95	4.14	56	12.72	2.35	29	14.13
4.02	3.53	59	13.61	2.59	25	14.78
4.46	4.38	49	14.67	2.32	35	16.11
4.96	5.33	54	15.39	3.06	38	17.5
6.03	5.49	69	16.06	4.83	52	17.92
7.31	7.27	70	15.61	5.62	61	18.31
6.63	7.8	73	15.56	7.6	48	16.47
6.91	7.45	75	15.28	7.17	50	15.97
6.85	7.12	76	14.94	6.58	50	16.15
6.89	7.34	85	14.33	6.83	58	15.79
6.96	7.33	83	13.94	6.38	58	15.47
6.5	7.02	80	13.67	5.72	63	15.05
6.32	7.1	87	13.39	5.49	74	14.87
6.27	6.33	91	13.17	5.39	71	14.96
7.45	6.45	85	13.17	6.77	54	14.64
8.19	6.25	90	13.17	7.88	68	14.41
7.28	7.66	96	13.11	7.66	69	13.77
8.13	8.94	97	12.5	7.33	73	13.68
7.31	8.33	96	12	7.71	72	13.5
7.62	8.47	92	11.67	8.33	74	13.14
7.45	7.97	99	11.56	6.75	82	13.23
7.25	8.39	105	11.39	7.04	97	13.49
6.77	7.34	119	11.61	6.8	100	13.49
6.83	8.71	121	11.83	7.52	101	13.41
7.97	9.38	129	12.28	8.25	111	13.63
9.42	9.26	132	12.89	9.31	124	13.63
9.83	10.15	138	13.22	9.87	117	13.46
9.77	9.84	122	12.83	9.62	112	15.01
8.88	8.8	128	13.11	7.67	119	16.15
6.79	6.47	148	13.39	5.98	113	15.83
5.63	6.71	88	13.28	5.75	99	17.13
4.98	6.31	74	13.33	6.98	81	16.38
8.01	8.79	96	13.56	7.76	87	17.22
8	11.53	120	14.5	9.64	90	17.88
9.71	9.88	124	15.67	10.18	106	18.73
8.14	7.67	115	15.11	9.24	114	17.88
7.91	10.44	134	15.17	7.94	103	16.62
10.32	12.17	141	15.72	9.71	115	16.29
11.5	13.5	142	15.67	11.88	129	16.14
12.2	10.75	152	14.94	13.73	138	16.34
11.16	11.18	158	14.11	8.83	141	15.33
9.86	10.98	152	13.17	8.74	138	14.18
8.7	10.51	153	12.22	9.15	141	13.86
9.54	10.74	153	11.83	9.58	135	13.36
9.6	11.16	159	11.61	9.18	135	12.87
9.9	11.87	157	11.28	9.48	133	12.43
10.6	11.91	161	11.28	9.32	139	12.25
10.6	11.86	168	11.5	9.77	145	12.61
11.41	12	170	12	10.62	147	13.36
11.91	12.81	174	13.17	11.68	148	14.18
13.52	13.22	171	14.17	12.75	151	15.83
13.88	14.52	175	16.22	13.07	148	17.18
14.33	13.03	176	16.67	12.14	150	17.46
12.44	7.55	210	16.17	9.33	159	17.59
8.65	11.67	143	15.89	9.88	145	17.46
11.82	14.61	159	16.5	11.86	129	19.35
13.09	13.29	156	18	11.84	132	19.78
14.29	15.56	157	19	12.74	131	20.99
14.71	11.44	168	19.61	12.8	137	20.94
10.66	9.6	155	18.33	9.22	138	20.16
9.97	11.26	150	17	9.53	129	18.34
10.54	11.56	158	16.5	9.76	137	17.92
11.58	12.94	172	17	10.87	148	18.11
12.25	11.44	161	17	12.33	147	17.92
10.9	11.55	164	17.17	13.12	152	18.11
11.16	11.05	163	16.5	10.53	150	17.92
8.23	11.22	168	16.28	10.06	172	17.69
8.31	9.46	190	17.17	6.8	155	17.59
8.56	11.74	188	16.56	7.12	135	16.38
10.21	12.52	182	15.61	6.66	121	15.33
9.57	9.78	172	14	7.88	126	14.78
7.79	8.38	167	13.39	5.94	144	14.59
9.15	10.05	157	13.33	7.79	134	14.5
10.05	9.63	176	14.33	8.82	144	15.37
8.24	8.96	173	16.44	7.95	149	17.65
9.93	10.99	162	18.94	10.13	149	20.84
11.14	12.2	173	21.17	10.61	159	22.59
9.83	11.25	188	22.44	10.7	167	23.38
9.35	10.25	193	23.11	10.32	169	24.13
7.38	8.06	204	23.06	9	183	24.68
7.31	7.76	180	23.94	7.96	172	25.03
7.88	9.53	164	23.94	8.41	157	25.44
7.72	8.38	166	23.33	9.09	144	24.87
7.61	8.54	211	21.5	7.17	158	23.98
7.54	12.96	315	17.94	12.79	289	20.26
11.51	11.18	326	16.33	9.59	302	18.02
9.07	10.21	309	16.17	9.11	285	17.5
10.21	11.73	311	15.06	9.4	284	16.52
13.42	13.07	305	14.44	12.29	282	16.19
13.93	11.82	297	13.83	13.62	283	15.19
11.67	10.37	298	13.28	10.79	276	14.59
10.32	11.22	294	12.28	10.13	268	13.68
9.63	11.3	294	11.83	9.96	265	13.36
9.51	10.2	296	11.33	8.92	264	12.92
9.51	11.96	302	11.22	9.45	271	12.03
11.08	10.79	298	10.44	9.9	274	11.72
11.31	10.93	295	11.11	10.41	271	12.92
12.01	12.62	296	12.5	11.51	278	14.41
12.99	13.89	305	13.89	13.07	283	15.83
14.48	14.68	308	14.78	14.19	283	16.48
13.35	14.19	304	15.72	13.08	282	17.54
13.83	14.65	301	16.39	13.68	280	18.54
13.84	14.9	302	17.33	12.5	281	19.44
14.49	14.35	306	18.06	12.98	285	19.97
13.23	12.6	310	18.72	12	286	20.31
11.12	10.24	307	18.89	9.87	287	20.31
8.29	6.73	311	18.94	7.22	282	19.97
5.31	3.04	317	18.33	4.71	285	18.49
2.86	1.48	323	16.5	1.32	284	17.54
1.6	1.17	53	15.61	1.93	65	15.6
3.81	3.81	150	14.56	4.51	118	14.5
4.73	6.46	163	12.94	6.34	140	13.5
6.76	9.71	172	12.39	8.04	150	12.47
9.18	9.99	179	12.28	8.52	152	11.67
10.13	11.16	180	11.78	9.62	152	12.07
10.89	11.74	173	11.33	9.73	146	12.38
10.37	11.55	171	11.17	8.5	150	11.63
9.29	10.71	176	10.78	8.32	158	11.01
8.56	10.15	187	10.28	7.96	172	10.13
9.49	10.74	195	10.89	7.88	171	10.22
9.44	11.04	199	12.28	8.98	175	12.92
9.96	10.37	199	15.06	9.82	176	17.08
10.67	12.13	199	18.33	12.3	176	20.17
12.54	14.99	194	20.61	14.04	173	22.3
12.84	16.92	194	21.89	14.9	167	23.33
13.54	16.53	196	22.5	15.54	171	24.18
12.84	14.86	194	23.28	14.22	175	24.93
12.38	12.96	192	23.94	12.17	177	25.53
11.41	12.04	192	24.67	11.72	174	25.88
10.43	10.72	187	25.11	10.67	169	26.34
8.28	9.63	190	24.83	9.62	167	26.04
7.9	9.85	183	22.94	9.39	159	24.13
9.84	11.49	175	20	9.66	153	21.38
11.35	12.3	174	18.67	9.69	144	19.68
9.91	12.35	165	17.67	9.27	147	19.39
10.11	11.91	159	17.11	9.41	137	19.35
9.99	11.17	150	16.78	9.97	135	18.54
9.11	11.71	152	16.33	9.75	133	18.12
9.27	12.07	152	16.11	9.64	134	17.36
9.77	12.43	150	15.67	9.3	135	17.08
10.18	12.9	154	16.17	10.7	138	17.46
11.31	12.61	162	16.56	11.32	147	19.16
13.25	11.53	161	17.94	11.3	140	20.11
12.39	10.2	166	18.67	10.52	154	21.08
9.4	10.81	172	19.78	10.19	150	21.91
11.26	11.12	174	21.06	10.71	150	21.62
11.14	11.14	178	21.83	10.04	155	22.21
10.78	13.09	196	23.67	11.5	181	25.44
11.95	12.84	219	25.83	12.15	195	27.52
13.97	14.95	252	25.89	14.11	224	28.81
15.56	15.14	269	24.06	12.96	250	26.35
15.78	16.61	294	22.67	15.14	270	24.92
17.13	18.04	300	21.44	16.62	272	23.78
18.04	16.83	300	18.94	16.54	275	21.43
16.99	16.57	296	17.72	15.34	275	19.59
14.26	15.28	293	15.44	14.52	268	17.36
13.31	12.84	285	13.39	12.81	268	14.96
12.94	12.19	278	12.72	9.99	254	13.72
11.32	10.43	269	11.33	8.8	242	12.03
9.18	9.88	253	10.11	10.06	241	11.27
10.9	9.97	254	9.39	10.33	242	11.85
10.47	9.92	249	9.44	9.61	228	10.44
10.18	9.44	253	9.44	9.44	223	9.01
11.22	9.16	237	8.39	10.74	224	8.32
10.69	9.58	230	8.11	9.86	216	8.41
11.63	10.35	230	8	9.73	203	8.11
11.05	10.83	234	8.83	10.29	214	7.43
11.47	9.75	233	9.06	9.82	214	7.82
11.75	9.2	230	10.83	9.5	202	10.67
10.96	10.04	250	13.5	7.9	200	15.01
10.32	12.44	262	15.94	9.27	235	17.93
12.26	12.62	263	17.33	10.39	240	18.78
10.28	13.73	263	18.5	8.93	243	19.78
10.18	12.37	252	19.5	8.31	229	21.52
8.6	11.54	261	20.11	8.75	221	23.18
9.66	9.11	268	21.06	9.35	225	23.93
9.71	6.4	272	21.89	7.34	222	24.13
6.31	6.42	276	22.28	6.69	212	24.38
6.1	5.88	319	21.61	5.35	197	23.78
4.36	5.59	322	18.5	4.8	215	21.53
3.86	5.44	339	18.11	5.46	347	18.4
3.16	3.54	331	19.06	3.05	49	17.64
2.95	1.61	351	18.67	4.19	68	18.44
3.43	1.63	153	16.94	5	77	17.32
2.22	2.18	192	17.44	3.41	63	15.56
2.22	3.41	275	18	0.59	56	15.33
3.71	7.92	308	15.06	2.51	353	14.37
10.62	9.86	321	13.83	11.35	309	13.82
11.31	10.08	322	12.89	10.62	311	14.5
9.25	9.42	325	12.06	8.54	311	13.59
9.11	9.18	319	11.67	9.16	306	13.18
8.67	8.65	326	11.06	8.56	306	12.61
6.93	6.94	338	11.06	6.8	302	12.34
6.49	7.86	336	11.11	4.98	307	12.87
7.88	7.88	340	11.67	7.88	320	13.59
9.67	9.99	334	13.28	9.07	312	14.41
10.03	10.3	332	14.11	9.53	310	15.56
9.64	10.3	321	14.83	9.91	305	16.19
9.97	10.3	323	15.5	10.29	300	16.52
8.93	10.09	318	15.83	9.22	303	17.08
10.2	9.54	314	16.22	9.25	303	17.22
10.25	10.98	306	16.06	9.96	291	16.89
9.66	10.67	310	15.44	8.56	293	16.38
7.86	8.8	312	13.28	7.37	295	14.1
8.06	8.78	311	10.72	8.32	293	11.19
9	8.61	309	9.72	7.64	289	11.28
8.04	8.28	297	9.39	7.72	281	10.09
6.79	8.28	290	8.83	7.5	272	8.96
7.38	7.95	274	8.22	7.76	259	7.13
8.41	8.7	282	7.5	8.25	257	6.63
8.14	7.31	287	7.61	6.56	260	7.31
6.45	5.64	275	7.5	4.19	254	7.3
5.73	5.29	271	8.33	4.19	254	6.76
4.88	4.5	258	8.44	3.28	243	5.51
4.04	4.98	236	8	3.26	222	4.84
5.94	7.06	221	7.83	4.58	183	6.09
7.04	8.7	218	8.94	6.26	183	8.03
8.32	8.87	228	11	7.93	211	12.84
10.19	12.1	240	15.28	10.51	216	17.28
12.99	13.58	236	17.67	13.05	212	19.78
12.8	12.77	244	19.61	12.06	211	21.52
12.2	12.76	259	21.11	11.17	223	23.48
12.39	11.75	273	22.06	10.69	246	24.38
11.98	10.47	293	22.22	10.81	265	24.58
11.35	10.56	303	22.22	10.2	277	23.98
9.72	8.78	300	21.72	8.96	296	23.33
8.2	7.72	310	21.11	6.79	291	22.35
6	6.01	309	19	5.25	290	20.21
4.41	4.22	302	18.44	3.34	285	19.08
2.96	4.54	268	17.44	4.01	263	17.74
4.92	7.39	282	15.72	7.13	267	15.46
7.53	9.48	314	13.83	8.79	283	13.87
8.48	8.72	325	13.89	7.73	300	13.33
7.92	7.13	329	13.17	7.26	306	12.83
7.63	6.01	339	12.78	5.47	306	13.01
7.07	5.15	346	13.17	3.63	303	12.74
5.44	4.38	332	12.72	3.2	274	12.16
4.89	4.05	320	12.39	3.74	271	12.12
6.6	6.07	315	11.22	6.69	290	11.45
6.89	4.74	342	12.11	6.78	319	11.49
5.85	5.22	5	12.89	5.48	333	11.54
4.36	2.29	291	12.5	5.38	336	12.34
3.16	4.83	235	12.78	1.93	352	13.32
5.37	6.04	235	14.39	3.98	186	14.5
6.84	6.25	235	14.72	4.87	196	13.91
7.61	6.87	243	15.5	4.42	207	13.54
7.04	6.84	275	17.22	4.78	262	16.48
6.58	6.69	309	19.17	6.75	289	18.97
6.63	6.55	314	20.33	6.29	299	20.41
7.42	7.38	316	20.67	6.36	306	20.11
7.91	7.22	321	19.67	5.55	289	19.4
6.88	6.46	317	17.61	5.21	273	18.59
6.67	7.97	312	15.72	6.58	283	17.36
7	7.45	331	14.39	7.3	291	16.06
7.92	8.01	340	13.28	7.2	308	13.37
8.8	8.63	338	12.39	7.7	315	12.38
9.31	8.55	332	11.44	7.64	311	11.85
8.69	8.66	327	10.11	7.59	302	10.79
8.79	8.14	328	9.33	8.21	300	9.22
8.71	7.85	330	8.39	8.76	303	7.47
9.4	8.19	330	7.83	8.3	305	6.38
9.03	9.11	347	7.22	9.02	305	6.09
8.27	7.66	349	6.56	7.66	312	5.17
8.04	7.61	348	6.22	7.62	317	4.72
7.18	6.97	345	8.11	6.96	315	7.44
6.37	7.71	357	10.06	5.85	318	11.06
7.99	8.14	1	11.56	7.57	330	13.18
9.78	9.41	358	12.89	9.09	334	14.27
9.71	10.21	351	13.78	10.5	325	15.14
9.06	8.48	352	14.72	9.54	332	15.88
8.46	7.29	350	15.33	8.71	341	16.33
7.87	7.61	342	16.06	8.06	339	17.03
8.21	8.12	346	16.22	7.43	342	17.18
7.69	6.88	347	16.22	6.65	336	16.99
7.15	5.74	330	16.22	5.73	323	16.29
5.15	4.49	330	14.39	4.47	311	14.51
4.08	4.01	328	13	4.59	308	12.78
2.98	3.77	326	12.5	3.39	306	12.43
2.84	2.9	342	12	3.01	313	10.62
5.25	2.68	26	12.67	2.44	323	9.18
6.03	7.15	91	9.39	3.2	34	8.75
5.46	8.75	121	7.89	5.94	99	7.34
5.46	8.52	137	7.22	6.33	111	6.76
5.02	8.67	150	7.11	6.36	125	6.92
5.62	8.73	172	7.11	6.51	145	6.59
5	9.17	181	7.28	7	156	6.3
5.31	9.12	186	7.44	7.76	158	5.72
6.38	9.31	193	7.28	7.22	169	6.01
6.79	8	194	7.72	7.2	174	6.76
5.55	6.01	200	9.94	5.26	181	10.41
5.54	5.73	208	12.5	5.24	185	14.32
6.12	6.8	203	14.67	5.94	182	16.16
5.71	7.82	195	16.17	6.98	178	17.64
6.31	7.58	194	17.39	7.04	178	18.68
5.91	7.72	196	18.44	7.43	165	19.34
5.63	7.15	191	19.11	6.69	162	20.06
5.46	6.67	184	19.72	6.25	161	20.64
6.21	7.18	188	19.78	6.41	151	20.31
6.28	7.04	180	18.78	6.33	151	19.54
5.98	8.43	178	16.33	7.01	154	17.74
7.58	9.88	173	13.89	7.83	157	15.56
8.76	10.85	174	12.94	8.08	147	13.87
9.6	11.42	175	12	9.6	152	13.18
9.62	11.89	181	12	8.67	150	12.61
8.66	11.09	186	12.33	8.67	157	11.54
9.55	12.23	194	12.22	8.38	165	11.1
11.97	11.65	202	11.17	8.29	172	10.44
12.01	11.22	202	10.56	9.11	177	10.7
10.99	11.09	200	11.17	8.25	166	10.83
9.4	11.21	201	10.56	8.08	169	10.31
8.21	10.69	204	9.94	8.12	169	9.66
7.35	9.52	217	9.28	7.61	184	9.22
7.87	7.68	236	9.94	4.59	195	10.49
6.74	5.8	268	12.5	4.27	222	13.51
5.52	5.01	304	16.56	2.87	264	16.99
4.74	5.37	332	19.61	4.32	299	19.83
4.4	4.47	352	21.06	4.03	309	22.25
4.14	4.25	355	23.28	3.81	332	24.33
4.92	6.01	12	23.67	4.32	340	26.09
5.49	5.77	11	25.28	6.27	341	26.24
4.92	6.13	11	25.61	4.95	342	26.45
5.75	5.22	21	25.17	5.68	330	26.34
5.44	5.32	46	23.44	4.96	0	24.93
5.88	5.58	52	21.11	3.94	18	21.96
5.3	4.73	61	21	2.65	29	20.74
